kor_sent,roman,translation_en,level
"너희가 가서 강보에 싸여 구유에 누인 아기를 보리니 이것이 너희에게 표적이니라 하더니 천군천사가 나타나 하나님을 찬송하니, 지극히 높은 곳에서는 하나님께 영광이요 땅에서는 기뻐하심을 입은 사람들 중에는 평화로다 했습니다","neohuiga gaseo gangboe ssayeo guyue nuin agireul borini igeosi neohuiege pyojeoginira hadeoni cheonguncheonsaga natana hananimeul chansonghani, jigeukhi nopeun goseseoneun hananimkke yeonggwangiyo ttangeseoneun gippeohasimeul ibeun saramdeul jungeneun pyeonghwaroda haetseupnida","""Go and see the child wrapped in cloths, lying in a manger, and behold, it is a sign to you."" But an angel of heaven appeared, and blessed God, and was glorified by God in the highest places, and on earth were all those who rejoiced in him. ""Peace be with you.""",10
지구 상의 인간들에게 천상의 천군천사들이 이렇게 많이 보여 준 것은 처음있는 일입니다,jigu sangui ingandeurege cheonsangui cheonguncheonsadeuri ireoke mani boyeo jun geoseun cheoeumitneun iripnida,It's the first time that heavenly angels in heaven have shown so much to humans on earth.,6
그런데 이런 일이 한 번 더 있을 것입니다,geureonde ireon iri han beon deo isseul geosipnida,But it's going to happen one more time.,4
그 때는 예수님의 재림 때 일 것입니다,geu ttaeneun yesunimui jaerim ttae il geosipnida,It will be the second coming of Jesus.,4
예수님의 초림과 재림 시에 이렇게 천사들의 활동이 빈번해 집니다,yesunimui chorimgwa jaerim sie ireoke cheonsadeurui hwaldongi binbeonhae jipnida,"In the first and second days of Jesus Christ, there is so much activity in the angels.",5
이 목자들은 그 당시 세상에서 소외된 사람들입니다,i mokjadeureun geu dangsi sesangeseo sooedoen saramdeuripnida,These shepherds are the outcasts of the world at that time.,4
다른 사람들은 밤에 잠잘 때에 이들은 잠도 잘 수 없이 남의 양떼를 지키고 있습니다,dareun saramdeureun bame jamjal ttaee ideureun jamdo jal su eopsi namui yangttereul jikigo itseupnida,"When others sleep at night, they can't sleep. They're keeping watch over other people's flocks.",7
이때에 천사들이 나타나서 온 백성들에게 전할 큰 기쁨의 좋은 소식을 전달받았습니다,ittaee cheonsadeuri natanaseo on baekseongdeurege jeonhal keun gippeumui joeun sosigeul jeondalbadatseupnida,"Then the angels appeared, and they received good news of great joy for the whole world.",6
이 시간에 이 큰 기쁨의 좋은 소식을 받을 사람들은 밤을 지키는 이 목자들 밖에 없었습니다,i sigane i keun gippeumui joeun sosigeul badeul saramdeureun bameul jikineun i mokjadeul bakke eopseotseupnida,The only people who would receive the good news of this great joy at this hour were these shepherds who kept the night.,7
하나님의 아들이시요 온 인류의 구주로 오신 그리스도 주님이 오심을 가장 미천하고 소외된 목자들에게 전달되었습니다,hananimui adeurisiyo on inryuui gujuro osin geuriseudo junimi osimeul gajang micheonhago sooedoen mokjadeurege jeondaldoeeotseupnida,"The Son of God, the Savior of all mankind, to the humblest and most alienated shepherds, who have come.",7
그런데 이 천사들이 전하여 준 소식을 확증하는 방법을 제시했는데 그것은 강보에 싸여 구유에 눕힌 아기가 바로 그리스도 주라고 합니다,geureonde i cheonsadeuri jeonhayeo jun sosigeul hwakjeunghaneun bangbeobeul jesihaetneunde geugeoseun gangboe ssayeo guyue nuphin agiga baro geuriseudo jurago hapnida,"But they presented a way to confirm the good news that these angels brought to them, saying that the Lord of Christ is the child wrapped in cloths and laid in a manger.",8
만약 아기가 여관이나 집에서 태어났다면 목자들이 그 아기에게 접근하기가 어려웠을 것입니다,manyak agiga yeogwanina jibeseo taeeonatdamyeon mokjadeuri geu agiege jeopgeunhagiga eoryeowosseul geosipnida,"If the baby was born in the inn or at home, it would have been hard for the shepherds to approach it.",6
이들은 베들레헴 사람들입니다,ideureun bedeulrehem saramdeuripnida,These are the Bethlehemites.,2
작은 마을 모든 사람들은 서로를 잘 알고 있습니다,jageun maeul modeun saramdeureun seororeul jal algo itseupnida,Everyone in the small village knows each other well.,4
어느 집에 외양간이 있다는 것과 그 외양간을 찾는 것이 어렵지 않았고 또 외양간이니까 문을 두드릴 필요도 없이 그 외양간에 들어가 아기를 볼 수 있었을 것입니다,eoneu jibe oeyanggani itdaneun geotgwa geu oeyangganeul chatneun geosi eoryeopji anatgo tto oeyangganinikka muneul dudeuril piryodo eopsi geu oeyanggane deureoga agireul bol su isseosseul geosipnida,"It wasn't hard to find a barn in a house, it was not hard to find a barn, so you could go in there and see a baby without having to knock on the door.",9
그들이 외양간의 구유에 눕힌 아기를 찾는 것은 쉬운 일입니다,geudeuri oeyangganui guyue nuphin agireul chatneun geoseun swiun iripnida,It's easy for them to find a baby lying in a manger.,5
그리고 이들이 자기들에게 일어난 일을 상세히 말할 때에 이 말을 듣고 사람들이 기이히 여겼다고 합니다,geurigo ideuri jagideurege ireonan ireul sangsehi malhal ttaee i mareul deutgo saramdeuri giihi yeogyeotdago hapnida,"And when they told the details of what happened to them, they were surprised to hear this.",7
"그리고 마리아는 이 말을 듣고 누가복음 2:19에서 ‘이 모든 말을 마음에 새기어 생각하니라’ 했는데 무슨 생각을 했겠습니까? 마리아는 하나님의 아들이 탄생할 것이라 가브리엘 천사가 말했는데 그렇다면 아기가 탄생할 때에 하나님께서 따뜻하고 아늑한 자리에서 아기를 출산하도록 해 주셔야 할 텐데 마구간에서 태어나 여물통에 눕힌 아기를 보면서 이 아이가 정말 하나님의 아들 맞나, 내가 천사의 수태고지를 받은 것이 정말인가 의심하고 있었을 텐데 마침 그 때에 목자들이 전하는 말을 듣고 위로와 확신을 받았으리라 생각합니다","geurigo marianeun i mareul deutgo nugabogeum 2:19eseo ‘i modeun mareul maeume saegieo saenggakhanira’ haetneunde museun saenggageul haetgetseupnikka? marianeun hananimui adeuri tansaenghal geosira gabeuriel cheonsaga malhaetneunde geureotamyeon agiga tansaenghal ttaee hananimkkeseo ttatteuthago aneukhan jarieseo agireul chulsanhadorok hae jusyeoya hal tende maguganeseo taeeona yeomultonge nuphin agireul bomyeonseo i aiga jeongmal hananimui adeul matna, naega cheonsaui sutaegojireul badeun geosi jeongmaringa uisimhago isseosseul tende machim geu ttaee mokjadeuri jeonhaneun mareul deutgo wirowa hwaksineul badasseurira saenggakhapnida","And what did Mary think when she heard this, when she said at Luke 2: 19, that the Son of God would be born, and that, when the angel Gabriel said, ""God must have given birth to a child in a warm, cozy place, in a stable, lying in a water well, and she would have seen the child, and she would have wondered whether it was really the Son of God, or whether I had been conceived by an angel, and they would have been convinced at the time of their hearing the shepherds and of their comfort?""",10
그리고는 누가복음 2:21로 나아갑니다,geurigoneun nugabogeum 2:21ro naagapnida,And then we go to Luke 2:21.,3
21절에서 아기가 난지 팔 일이 되어 할례를 받는 장면이 나옵니다,21jeoreseo agiga nanji pal iri doeeo halryereul batneun jangmyeoni naopnida,"In verse 21, the baby was born, eight days, and he was circumcised.",5
유대관습에 새 아기가 태어날 때에 여자 아이는 나자마자 이름을 받습니다,yudaegwanseube sae agiga taeeonal ttaee yeoja aineun najamaja ireumeul batseupnida,"And when the new child is born in the Jewish custom, the female child is given a name as soon as she is born.",5
그러나 남자 아이는 할례를 받는 날에 이름을 받습니다,geureona namja aineun halryereul batneun nare ireumeul batseupnida,But the boy gets his name on the day of his circumcision.,4
할례는 집에서 아버지 요셉이 실시했습니다,halryeneun jibeseo abeoji yosebi silsihaetseupnida,"Circumcision was performed at home by my father, Joseph.",3
"그리고 누가복음 2:22로 나아가는데, 22절은 모세의 법대로 ‘결례’의 날이 차매 아기를 데리고 예루살렘으로 올라 갔다고 합니다","geurigo nugabogeum 2:22ro naaganeunde, 22jeoreun moseui beopdaero ‘gyeolrye’ui nari chamae agireul derigo yerusalremeuro olra gatdago hapnida","And then we go to Luke 2:22, which says, according to the Mosaic law, that when the day of purification ended, we took the baby up to Jerusalem.",7
여기 ‘결례’의 날의 결례는 산모가 행하는 결례입니다,yeogi ‘gyeolrye’ui narui gyeolryeneun sanmoga haenghaneun gyeolryeipnida,Here's what a mother does on the Day of purification.,4
레위기 12:1-8말씀에 아이를 낳은 산모들은 부정하게 되는데 부정을 씻어내는 정결의식을 행하는 날을 말합니다,rewigi 12:1-8malsseume aireul naeun sanmodeureun bujeonghage doeneunde bujeongeul ssiseonaeneun jeonggyeoruisigeul haenghaneun nareul malhapnida,"The mothers who gave birth to children at Leviticus 12: 1 - 8 are unclean, the days of ritual cleansing.",6
남자아이를 낳은 산모는 40일 만에 정결예식을 행하고 여자아이를 낳은 산모는 80일이라 했습니다,namjaaireul naeun sanmoneun 40il mane jeonggyeoryesigeul haenghago yeojaaireul naeun sanmoneun 80irira haetseupnida,"The mother who gave birth to a boy, after 40 days of ritual cleansing, and the mother who gave birth to a girl, said 80 days.",6
누가복음 2:22을 보면 요셉과 마리아가 40일이 되었는데도 자신들이 살던 나사렛으로 돌아가지 않고 계속 베들레헴에 머물러 있다가 결례를 행하려 예루살렘으로 갑니다,nugabogeum 2:22eul bomyeon yosepgwa mariaga 40iri doeeotneundedo jasindeuri saldeon nasareseuro doragaji anko gyesok bedeulreheme meomulreo itdaga gyeolryereul haengharyeo yerusalremeuro gapnida,"Luke 2: 22 tells us that Joseph and Mary, after 40 days, did not return to Nazareth where they lived, but remained in Bethlehem and went to Jerusalem for purification.",8
그리고 23절에서 마리아가 정결예식을 위하여 예루살렘에 가면서 아기를 데리고 갔다고 했습니다,geurigo 23jeoreseo mariaga jeonggyeoryesigeul wihayeo yerusalreme gamyeonseo agireul derigo gatdago haetseupnida,"And in Mt 24 verse 23, she went to Jerusalem for a cleansing ceremony and took the baby with her.",6
"23절, 24절에, ’23 이는 주의 율법에 쓴 바 첫 태에 처음 난 남자마다 주의 거룩한 자라 하리라 한 대로 아기를 주께 드리고 24 또 주의 율법에 말씀하신 대로 산비둘기 한 쌍이나 혹은 어린 집비둘기 둘로 제사하려 함이더라","23jeol, 24jeore, ’23 ineun juui yulbeobe sseun ba cheot taee cheoeum nan namjamada juui georukhan jara harira han daero agireul jukke deurigo 24 tto juui yulbeobe malsseumhasin daero sanbidulgi han ssangina hogeun eorin jipbidulgi dulro jesaharyeo hamideora","In the 23rd and 24th verses, and twenty-three, as it is written in the law of the Lord, every firstborn male in his first womb shall be holy to the Lord, to offer the child, and to sacrifice to the Lord twenty-four, as it is spoken in the law of the Lord, a pair of turtledoves, or two young pigeons.",10
’했습니다,’haetseupnida,I'm going to do it. ’,1
이것은 출애굽기 13:12에서 유례한 것인데 출애굽할 때에 애굽 사람들의 첫 아들들이 다 죽을 때에 이스라엘 장자들은 구원받은 것을 기념하기 위해서 입니다,igeoseun churaegupgi 13:12eseo yuryehan geosinde churaeguphal ttaee aegup saramdeurui cheot adeuldeuri da jugeul ttaee iseurael jangjadeureun guwonbadeun geoseul ginyeomhagi wihaeseo ipnida,"This is a unique example of Exodus 13: 12, in order to commemorate the salvation of the firstborn of Israel at the time of the Exodus, when all the firstborn sons of the Egyptians died.",9
이스라엘의 모든 장자를 위하여 레위지파가 하나님께 구별 되었으므로 모든 이스라엘 장자가 하나님께 바쳐질 필요가 없고 대신에 이스라엘의 장자들은 그들의 생명을 속하는 5세겔씩 바치고 예물을 드려 자신이 봉헌된 것을 상징적으로 표시했습니다,iseuraerui modeun jangjareul wihayeo rewijipaga hananimkke gubyeol doeeosseumeuro modeun iseurael jangjaga hananimkke bachyeojil piryoga eopgo daesine iseuraerui jangjadeureun geudeurui saengmyeongeul sokhaneun 5segelssik bachigo yemureul deuryeo jasini bongheondoen geoseul sangjingjeogeuro pyosihaetseupnida,"For all the firstborn sons of Israel, the tribe of Levi was separated from God. All the firstborn of Israel did not need to be dedicated to God. Instead, the firstborn of Israel offered five shekels for their lives, and offered gifts, symbolizing their dedication.",10
그와 같이 예수님도 요셉과 마리아의 장자이므로 하나님께 드려진 것입니다,geuwa gati yesunimdo yosepgwa mariaui jangjaimeuro hananimkke deuryeojin geosipnida,"So Jesus was given to God, because he was the firstborn of Joseph and Mary.",5
그런데 여기서 문제는 예수님께서 대속의 속전을 드려야 할 아무런 죄가 없으시다는 것입니다,geureonde yeogiseo munjeneun yesunimkkeseo daesogui sokjeoneul deuryeoya hal amureon joega eopseusidaneun geosipnida,But the problem is that Jesus is not guilty of any kind of ransom.,6
그럼에도 불구하고 예수님이 속전을 드린 것은 중보자로서 인류의 모든 죄를 짊어지실 것을 상징적으로 보여 줍니다,geureomedo bulguhago yesunimi sokjeoneul deurin geoseun jungbojaroseo inryuui modeun joereul jilmeojisil geoseul sangjingjeogeuro boyeo jupnida,"Nevertheless, Jesus ’ giving of the ransom is a symbol of his being the Mediator, carrying all the sins of mankind.",7
이렇게 하여 예루살렘 성전에 가서 시므온 할아버지도 만나고 여선지자 안나도 만나게 됩니다,ireoke hayeo yerusalrem seongjeone gaseo simeuon harabeojido mannago yeoseonjija annado mannage doepnida,"So you go to the temple in Jerusalem, meet Simeon's grandfather, and meet the prophetess Anna.",6
그리고 누가복음 2:39에 이 모든 일을 마쳤다고 합니다,geurigo nugabogeum 2:39e i modeun ireul machyeotdago hapnida,And Luke 2:39 says he's done all of this.,4
‘주의 율법을 따라 모든 일을 마치고 갈릴리로 돌아가 본 동네 나사렛에 이르니라,‘juui yulbeobeul ttara modeun ireul machigo galrilriro doraga bon dongne nasarese ireunira,"And when they had finished all things according to the Lord's law, they returned into Galilee unto their own city Nazareth.",6
’했습니다,’haetseupnida,I'm going to do it. ’,1
여기에서 누가복음의 저자 누가는 동방박사에 대한 기사를 생략합니다,yeogieseo nugabogeumui jeoja nuganeun dongbangbaksae daehan gisareul saengryakhapnida,"Here, Luke's author, Luke, skips an article about the Doctor of the East.",4
이 39절에서는 바로 나사렛으로 돌아갔다고 하는데 39절에서 시간을 건너 뛰어 마태복음 2장의 동방박사들의 방문으로 연결됩니다,i 39jeoreseoneun baro nasareseuro doragatdago haneunde 39jeoreseo siganeul geonneo ttwieo mataebogeum 2jangui dongbangbaksadeurui bangmuneuro yeongyeoldoepnida,"In this 39th verse, they say they're going straight back to Nazareth, but they jump over time from verse 39 to the visit of the wise men of the east of Matthew chapter two.",7
나사렛으로 돌아 간 것이 아니고 베들레헴으로 갔다가 동방박사들을 만나고 이어 애굽으로 피난 갔다가 그 후에 나사렛으로 돌아갑니다,nasareseuro dora gan geosi anigo bedeulrehemeuro gatdaga dongbangbaksadeureul mannago ieo aegubeuro pinan gatdaga geu hue nasareseuro doragapnida,"They didn't return to Nazareth; but they went to Bethlehem, and met the wise men of the east, and fled into Egypt; and afterward they returned to Nazareth.",8
마태복음 2장에서는 동방박사들이 등장합니다,mataebogeum 2jangeseoneun dongbangbaksadeuri deungjanghapnida,"In Matthew chapter two, there are wise men.",3
이 동방박사들이 아기예수님을 만난 장소는 베들레헴의 마굿간이 아니라 집이라 했습니다,i dongbangbaksadeuri agiyesunimeul mannan jangsoneun bedeulrehemui magutgani anira jibira haetseupnida,"These wise men of the East met with the baby Jesus, not at the stable in Bethlehem, but at home.",5
‘헤롯 왕 때에 예수께서 유대 베들레헴에서 나시매 동방으로부터 박사들이 예루살렘에 이르러 말하되 ……그들이 별을 보고 매우 크게 기뻐하고 기뻐하더라,‘herot wang ttaee yesukkeseo yudae bedeulrehemeseo nasimae dongbangeurobuteo baksadeuri yerusalreme ireureo malhadoe ……geudeuri byeoreul bogo maeu keuge gippeohago gippeohadeora,"Now when Jesus was born in Bethlehem of Judea in the days of Herod, the wise men from the east came to Jerusalem, saying,... ..they saw the stars, and rejoiced greatly.",8
11 집에 들어가 아기와 그의 어머니 마리아가 함께 있는 것을 보고 엎드려 아기께 경배하고 보배합을 열어 황금과 유향과 몰약을 예물로 드리니라 …,11 jibe deureoga agiwa geuui eomeoni mariaga hamkke itneun geoseul bogo eopdeuryeo agikke gyeongbaehago bobaehabeul yeoreo hwanggeumgwa yuhyanggwa moryageul yemulro deurinira …,"And when he came into the eleven houses, he saw the child and his mother Mary with him, he fell down, and worshipped the child, and opened the treasures, and offered unto him gifts of gold, and of frankincense, and of myrrh.",9
’ 여기 말씀에 동방박사들이 집으로 들어가 아기께 경배했다고 합니다,’ yeogi malsseume dongbangbaksadeuri jibeuro deureoga agikke gyeongbaehaetdago hapnida,The wise men came into the house and worshiped the baby.,5
여기서 누가복음 2장과 마태복음 2장을 연결해서 성탄을 생각해 보기로 하겠습니다,yeogiseo nugabogeum 2janggwa mataebogeum 2jangeul yeongyeolhaeseo seongtaneul saenggakhae bogiro hagetseupnida,I'm going to link Luke chapter two to Matthew chapter two to think about the Nativity.,5
예수님의 가족이 예루살렘에 결례를 행하려 가기까지 40일 동안 베들레헴에 머물렀습니다,yesunimui gajogi yerusalreme gyeolryereul haengharyeo gagikkaji 40il dongan bedeulreheme meomulreotseupnida,He stayed in Bethlehem for 40 days until the family of Jesus went to purify Jerusalem.,5
이 40일 동안에 계속 마구간에 머물지는 않았을 것입니다,i 40il dongane gyesok magugane meomuljineun anasseul geosipnida,I wouldn't have stayed in a stable for 40 days.,4
호적이 끝나면 모든 사람들이 베들레헴을 떠납니다,hojeogi kkeutnamyeon modeun saramdeuri bedeulrehemeul tteonapnida,"When the hit is over, everyone leaves Bethlehem.",4
그러나 예수님 가족은 출산을 했기에 결례를 치루는 동안까지는 출산의 몸을 추서려야 했습니다,geureona yesunim gajogeun chulsaneul haetgie gyeolryereul chiruneun dongankkajineun chulsanui momeul chuseoryeoya haetseupnida,"But when the Jesus family gave birth, they had to honor the body of the child until it was ordained.",6
그러므로 호적이 끝나는 동시에 산모의 몸조리를 위해서 평안한 집으로 옮겼을 것입니다,geureomeuro hojeogi kkeutnaneun dongsie sanmoui momjorireul wihaeseo pyeonganhan jibeuro omgyeosseul geosipnida,"So at the end of the call, she would move to a comfortable house for the mother's body cooking.",6
만약 누가복음 2:39에서 예루살렘에서 결례를 치른 후에 바로 나사렛으로 갔다면 동방박사들을 만날 수 없었을 것입니다,manyak nugabogeum 2:39eseo yerusalremeseo gyeolryereul chireun hue baro nasareseuro gatdamyeon dongbangbaksadeureul mannal su eopseosseul geosipnida,"If I had been to Nazareth right after the purification at Luke 2:39, I wouldn't have met the wise men of the east.",7
그리고 동방박사들은 결례를 치르기 전에는 베들레헴에 도착하지 않았습니다,geurigo dongbangbaksadeureun gyeolryereul chireugi jeoneneun bedeulreheme dochakhaji anatseupnida,And the wise men didn't get to Bethlehem until after the purification.,4
만약 결례를 치르기 전에 동방박사들이 방문했다면 예수님 가족은 결례도 치루기 전에 애굽으로 망명가야만 했을 것입니다,manyak gyeolryereul chireugi jeone dongbangbaksadeuri bangmunhaetdamyeon yesunim gajogeun gyeolryedo chirugi jeone aegubeuro mangmyeonggayaman haesseul geosipnida,"If the wise men had visited before the purification, the Jesus family would have to be exiled into Egypt before the purification.",7
예수님 가족은 예루살렘에서 결례를 치른 후에 나사렛으로 돌아가지 않았습니다,yesunim gajogeun yerusalremeseo gyeolryereul chireun hue nasareseuro doragaji anatseupnida,The Jesus family did not return to Nazareth after the purification in Jerusalem.,5
뿐만 아니라 나사렛에서 베들레헴으로 호적 하려 올 때에 나사렛으로 돌아가지 않을 작정이었습니다,ppunman anira nasareseseo bedeulrehemeuro hojeok haryeo ol ttaee nasareseuro doragaji aneul jakjeongieotseupnida,"Not only that, but when I was coming from Nazareth to Bethlehem, I was not going back to Nazareth.",6
왜냐하면 나사렛에서 베들레헴에 와서 호적하고 또 예루살렘에서 결례를 치루었다 할지라도 그 기간은 40 여일 밖에 되지 않습니다,waenyahamyeon nasareseseo bedeulreheme waseo hojeokhago tto yerusalremeseo gyeolryereul chirueotda haljirado geu giganeun 40 yeoil bakke doeji ansseupnida,"For if he came from Nazareth to Bethlehem, and made a decree, and sanctified himself in Jerusalem, his days are but forty days and forty days.",8
그 40일 기간 동안 나사렛을 비웠는데 그 후에 돌아 갈 때에 아기를 안고 갔다면 사람들이 어떻게 생각하겠습니까? 그 아이가 누구 아이냐고 물을 것이 아니겠습니까? 나사렛 사람들은 요셉과 마리아에 대해 너무나 잘 알고 있습니다,geu 40il gigan dongan nasareseul biwotneunde geu hue dora gal ttaee agireul ango gatdamyeon saramdeuri eotteoke saenggakhagetseupnikka? geu aiga nugu ainyago mureul geosi anigetseupnikka? nasaret saramdeureun yosepgwa mariae daehae neomuna jal algo itseupnida,"What would people think if they had been emptying Nazareth for 40 days, but then they took the baby back and carried it?",10
약혼한 사이인데 호적하고 돌아 오는 사이에 아이를 낳아 그들 앞에 섰다면 마을 사람들이 어떻게 생각하겠습니까? 임신했을 때는 숨어 지낼 수 있지만 아이가 생기면 아기의 울음소리 때문에 숨길 수 없습니다,yakhonhan saiinde hojeokhago dora oneun saie aireul naa geudeul ape seotdamyeon maeul saramdeuri eotteoke saenggakhagetseupnikka? imsinhaesseul ttaeneun sumeo jinael su itjiman aiga saenggimyeon agiui ureumsori ttaemune sumgil su eopseupnida,"If you're engaged, and you're back, and you're pregnant, and you're standing in front of them, what would the villagers think of you when you're pregnant, but when you're pregnant, you can't hide it because of the baby's cry?",10
그러므로 나사렛을 떠날 때에 나사렛으로 돌아갈 계획이 없었습니다,geureomeuro nasareseul tteonal ttaee nasareseuro doragal gyehoegi eopseotseupnida,"So when he left Nazareth, he had no plans to return to Nazareth.",4
그리고 동방박사들이 예루살렘의 헤롯 궁에 가서 유대인의 왕으로 나신 이가 어디 계시뇨 했을 때에 헤롯과 예루살렘 사람들이 소동했다 했습니다,geurigo dongbangbaksadeuri yerusalremui herot gunge gaseo yudaeinui wangeuro nasin iga eodi gyesinyo haesseul ttaee herotgwa yerusalrem saramdeuri sodonghaetda haetseupnida,"And when the wise men of the east went to the house of Herod in Jerusalem, and said, Where is he that was born king of the Jews? Herod and Jerusalem were in an uproar.",8
헤롯이 생각하기를 내가 왕인데 또 무슨 왕이 태어났느냐고 경계를 했을 것입니다,herosi saenggakhagireul naega wanginde tto museun wangi taeeonatneunyago gyeonggyereul haesseul geosipnida,Herod thought that I was a king and that I would be on guard against which king was born.,6
그 아기 왕을 죽이려 했습니다,geu agi wangeul jugiryeo haetseupnida,He tried to kill the baby king.,3
"그래서 동방박사들이 별을 따라 왔다고 했을 때에 마태복음 2:7에서, ‘이에 헤롯이 가만히 박사들을 불러 별이 나타난 때를 자세히 묻고’했습니다","geuraeseo dongbangbaksadeuri byeoreul ttara watdago haesseul ttaee mataebogeum 2:7eseo, ‘ie herosi gamanhi baksadeureul bulreo byeori natanan ttaereul jasehi mutgo’haetseupnida","So when the wise men of the East said that they had come after the stars, at Matthew 2:7, it was said, ‘Ieee Herod quietly called the wise men and asked them carefully when the stars appeared.",8
별이 나타난 때를 물은 것은 유대인의 왕이 언제 태어났을까를 알아 보기 위해서 입니다,byeori natanan ttaereul mureun geoseun yudaeinui wangi eonje taeeonasseulkkareul ara bogi wihaeseo ipnida,"When the stars appeared, they were asked to see when the King of the Jews was born.",6
동방박사들에게 부탁하기를 아기에 대해서 자세히 알아보고 찾거든 자기에게도 알려 달라고 부탁합니다,dongbangbaksadeurege butakhagireul agie daehaeseo jasehi arabogo chatgeodeun jagiegedo alryeo dalrago butakhapnida,"Ask the wise men of the east to take a good look at the baby, and to tell him when they find it.",6
그러나 동방박사들이 헤롯에게 가지 않고 다른 길로 도망쳤습니다,geureona dongbangbaksadeuri herosege gaji anko dareun gilro domangchyeotseupnida,"But the wise men did not go to Herod, but fled another way.",4
그후에 헤롯이 예수님을 죽이기로 작정하고 베들레헴과 그 인근 마을에 두 살 이하의 남자아이를 다 죽이라고 명령합니다,geuhue herosi yesunimeul jugigiro jakjeonghago bedeulrehemgwa geu ingeun maeure du sal ihaui namjaaireul da jugirago myeongryeonghapnida,"After that Herod, determined to kill Jesus, ordered that he kill every male child two years old or younger, in Bethlehem and in the nearby villages.",7
"마태복음 2:16, ‘이에 헤롯이 박사들에게 속은 줄 알고 심히 노하여 사람을 보내어 베들레헴과 그 모든 지경 안에 있는 사내아이를 박사들에게 자세히 알아본 그 때를 기준하여 두 살부터 그 아래로 다 죽이니’했습니다","mataebogeum 2:16, ‘ie herosi baksadeurege sogeun jul algo simhi nohayeo sarameul bonaeeo bedeulrehemgwa geu modeun jigyeong ane itneun sanaeaireul baksadeurege jasehi arabon geu ttaereul gijunhayeo du salbuteo geu araero da jugini’haetseupnida","Matthew 2:16, when Herod knew that he had been deceived by the wise men, was very angry, and sent out and killed all the male children who were in Bethlehem and in all its borders, from two years old and under, according to the time that he had examined them.",10
헤롯이 두살 이하의 아이들을 죽이라고 했습니다,herosi dusal ihaui aideureul jugirago haetseupnida,Herod asked me to kill children under two years of age.,3
왜 두살입니까? 이상하지 않습니까? 헤롯은 동방박사들이 별이 나타난 때를 자세히 물었다고 했습니다,wae dusaripnikka? isanghaji ansseupnikka? heroseun dongbangbaksadeuri byeori natanan ttaereul jasehi mureotdago haetseupnida,Why are you two? Isn't it strange? Herod said the wise men asked him in detail when the stars appeared.,6
그리고 아이들을 죽일 때도 박사들에게 자세히 알아본 그 때를 기준했다고 하였습니다,geurigo aideureul jugil ttaedo baksadeurege jasehi arabon geu ttaereul gijunhaetdago hayeotseupnida,"And when they were killing children, they were told that they were referring to the time when they would look into it.",6
이 말을 볼 때에 헤롯이 아무렇게나 두살이라고 생각지 않았습니다,i mareul bol ttaee herosi amureokena dusarirago saenggakji anatseupnida,"When he saw these words, he didn't think that Herod was two years old at all.",5
성경은 두 번이나 헤롯이 아이의 출생에 대해서 자세히 물었다고 했습니다,seonggyeongeun du beonina herosi aiui chulsaenge daehaeseo jasehi mureotdago haetseupnida,The Bible says twice that Herod asked about the birth of a child.,5
이 말은 예수님의 가족이 동방박사들이 오기전 베들레헴에 적어도 2년 정도 살았을 것으로 추측할 수도 있습니다,i mareun yesunimui gajogi dongbangbaksadeuri ogijeon bedeulreheme jeogeodo 2nyeon jeongdo sarasseul geoseuro chucheukhal sudo itseupnida,This might suggest that Jesus' family lived in Bethlehem for at least two years before the wise men came.,7
물론 헤롯이 아기 예수를 죽이는 일에 완벽하게 하기 위해서 범위도 베들레헴 뿐만 아니라 그 주변의 마을까지 포함하고 나이도 두살 아래로 하면 틀림없이 아기 예수를 죽일 수 있으리라 해서 넉넉 잡고 2살 이하라고 했을 것이지만 그렇다고 아무 근거 없이 두살 이하라고 하지 않았을 것입니다,mulron herosi agi yesureul jugineun ire wanbyeokhage hagi wihaeseo beomwido bedeulrehem ppunman anira geu jubyeonui maeulkkaji pohamhago naido dusal araero hamyeon teulrimeopsi agi yesureul jugil su isseurira haeseo neokneok japgo 2sal iharago haesseul geosijiman geureotago amu geungeo eopsi dusal iharago haji anasseul geosipnida,"Of course, in order to make it perfect for Herod to kill the infant Jesus, he would not have asked him to be two years old, not only in Bethlehem, but also in the villages around him, because he was two years old.",10
